"","transport","."
"280","fynbus","Uacceptabelt behandling                                                    Postnummer*: 5450Rute: 556Emne*: Mine drenge blev udspurgt om hus Afgang: Slettenskole 16.15Besked*: D 19.12.2016Mine drengene kommer hjem med bussen kl 16.45 ca og fortæller at henning har spurgt dem om hvorfor de ingen hus nøgle havde. Hvor i drengene siger at nøglen ligger gemt hjemme hvor i han spørg dem hvor henne.. drengene siger så hvor den ligger. Jeg synes det er over alt kritik at mine drengene bliver udspurgt om dette. Vi har osse haft en anden oplevelse hvor henning har sat drengene af på den forkerte side af vejen hvor de selv skulle gå over vejen..Idag d 6.1.17  jeg har så snakket med jer idag for at finde ud af hvad der er sket i sagen hvor i jeg får afvide at henning kun har spurgt fordi der så mørkt ud i huset og han troede ikke der var nogen hjemme skønt der holder to biler og en lastbil i indkørelsen og vores stue er på den anden side af huset.  Men drengene blev spurgt hele vejen fra otterup og vi havde en grim opleves da jeg kom hjem forgårs Der hvor nøglen plejer at ligge i en kasse. Den kasse lå ud over hele gulvet. Og vi ved ikke hvem det er"
"281","fynbus","At blive kasseret                                                    De siger vi skal tage offentlig transport. Nej aldrig mere.Min første bus var 4 min forsinket. Havde 1 minut til at skifte, men skulle først gå 400 meter. Ser min anden bus, der kører hver halve time. Spæner efter den, banker på bagenden og vinker i spejlet. Alligevel vælger chaufføren ikke at åbne døren og begynder at køre. Ak tænker jeg efter 9970 skridt på arbejdet, så magter jeg virkelig ikke at gå de 2 km hjem i mørke og kulde. Men det bliver man jo nød til, når fynbus's chauffører ser een men tænker, du må være til tiden lille dame, for jeg overholder mine køretider!!!"
"282","fynbus","Dårlige ruter, åndsvag kontrol                                                    Det er da ved at være så træls at Fynbus ikke har tænkt Ppå at sende busser på tværs af niels Bohrs allé. Med de gamle ruteplaner kunne jeg nå på arbejde på 15 minutter, fra den ene ende af Niels Bohrs alle til den anden. Nu tager den en time fordi man skal ned mod frederiksgade også derfra op mid ørnfeltvej. Dertil er der efterhånden kolde, kyniske og nedladende billetkontrollører på hver eneste bud. Da jeg Idag skulle skifte bus 3 gange måtte jeg vente på en SMS kontrol alle tre gange før jeg kunne få lov til at komme forbi indgangen og sætte mig ned. Det er for dårligt når det skal gå ud over de af os der køber vores billetter"
"283","fynbus","Død lækker virksomhed!                                                    Har aldrig haft en dårlig oplevelse med FynBus! De har altid været der når jeg har haft brug for dem. Alle de kolde og våde nætter jeg har gået igennem, har der altid været en dejlig varm FynBus at tage med.Jeg kan VARMT anbefale dem!"
"284","fynbus","Fungerer som det skal.                                                    Jeg har aldrig haft et problem med FynBus. Forhåbenligt fortsætter det sådan."
"285","fynbus","Dårlig.                                                    Kan ikke forstå de overhovedet kan drive virksomhed..?"
"286","fynbus","bussen ventede på toget                                                    Super positiv oplevelse, da chaufføren på rute 931 i Nyborg ventede med at køre Søndag aften kl. 19.Vi var ca. 25 personer der kom med bussen til trods for at toget kom for sent til Nyborg.Mange tak til Chaufføren og Fynbus.Venlig Hilsen Lars Peter"
"287","fynbus","Den værste offentlige transport i Danmark.                                                    Lige pt. Bor jeg i Odense men rejser til Kbh hver weekend for at besøge venner og familie. Hver fredag tager jeg toget fra banegården og til Kbh eller rødbillet bussen og har på 1 måned misset mit tog/bus 3 gange fordi jeres autistiske chauffører er 15 min forsinket eller mere. I siger ikke engang undskyld eller noget som helst, det er bare videre i programmet. Hold kæft hvor sutter jeres selskab. Er godt klar over jeg selv skal tage ansvar og sørge for at nå toget men hvis det kræver jeg tager afsted 1 time før, så kunne jeg lige så godt gå hele vejen.KOM TIL DEN FANDENS SKREVNE TID!!! Jeg som troede DSB og Movia var noget rod, så er fynbusser godt nok det værste jeg har prøvet indtil videre. Herunder 20'er busserne. Håber snart der er nogle der tager over jeres forbandede inkompetente selskab. -10 stjerner"
"288","fynbus","Elendigt                                                    Elendige, nedladende og inkompetente chauffører. Jeg bad om at modtage min billet, men chaufføren blev ved med at påstå, hun havde givet mig den. Endte med at bruge penge på en ny billet, kom for sent til min bus mod Jylland, skulle smide endnu flere penge af på en ny bus mod Jylland og kom for sent hjem. Det var på linje 51."
"289","fynbus","Dårligt koordinering                                                    Der er ALDRIG nok busser mellem banegården og universitetet om morgenen. Måske i skulle gøre noget ved det. Man får en pisse dårlig start på dagen når man skal stå som sild i en tønde. OG DET ER HVER DAG!Undersøg  hvornår de studerende kommer ind med regionaltoget og sæt non-stop busser ind!"
"290","fynbus","Fuldstændigt elendig service fra buschauffør der kørte linje 52, d. 30 maj 2016, holdt kl. 09.20 ved Kongensgade/vinstræde.                                                    Blev taget med fra stationen, med besked om at rejsekort ikke virkede i bussen. sådan er det jo, men da jeg så, siden jeg kommer udenbys spørger hvad jeg så kan gøre kigger han på mig og siger ""hvad skal jeg svare, boller fra kohberg?"". Jeg mener egentlig ikke jeg talte egyptisk, men må jo så forklare, at jeg leder efter en måde at købe en billet på. Han siger at han har travlt og er lidt bagud om jeg vil gå videre så andre kan komme ind. Jeg forsøger at købe billet Per SMS, som jeg selv finder frem til at man kan, men kan så ikke betale alligevel pga en eller anden teknikalitet, og tænker egentlig at det var det, siden han har sendt mig nedad i bussen. Næste stop vælger han dog at stoppe mig og høre om jeg har billet, og om jeg dog troede at jeg skulle køre gratis, på en temmeligt inkriminerende måde. Jeg gør det gentagne gange klart at jeg gerne vil køre med som lovlig passager, men har brug for en måde at købe en billet uden kontanter. Jeg ender med at blive smidt af bussen på en måde der cementerer hans ret til at bestemme over bussen, hvad jeg selvfølgelig respekterer. Ude ved stoppestedet ser jeg så en reklame for en app som findes til Fynbus. Havde han valgt at informere mig om dette havde jeg kunnet køre lovligt med. Det meriterer 1 stjerne for fuldstændigt elendig service, fra en mand der er totalt uden evne til at sætte sig ind i min situation som udefrakommende, for at kunne give den basale hjælp jeg havde brug for, men istedet valgte at optrappe situationen, og spilde min tid."
"291","fynbus","Bussen kører videre!!!!!                                                    Min veninde skulle med bussen og så når bussen kommer og har stoppet ind til siden, kører den! TF FYNBUS!??! Tror sgu ikke at nogle folk vil køre med jer i fremtiden!!"
"292","fynbus","Okay                                                    Har kun 1 enkelt dårlig oplevelse med Fynbus, og det var da, en chauffør valgte at stoppe, da han hellere ville diskutere med en passagerer. Det er uprofessionelt efter min mening. Men har heldigvis også en god oplevelse, der udligner de andre. Jeg havde i farten og pga. stress kommet til at købe en billet, selvom jeg havde en gyldig DSB billet. Jeg skrev til kundeservice, og 2 dage efter havde de refunderet beløbet, selvom de slet ikke havde nødt at gøre det. Det er i mine øjne god service."
"293","fynbus","Tåbelig chauffør                                                    Hvad bilder Fynbus sig ind... En Chaufør har lige smidt min hustru af bussen og råbt af hende. Hun havde ikke kontanter og skulle først downloade deres app for at købe billet. Tænk at have så umanerlig ringe service. Hvis det er formålet med færre kunder så er Fynbus virkelig en succes."
"294","fynbus","Virkelig skuffende                                                    Jeg ved snart ikke hvor mange gange jeg har oplevet, at bussen enten ikke kommer, eller kører alt for tidligt. Hvordan kan det være så svært at holde ind til siden i et par minutter, så man er med i tidsplanen igen? Det er så få af jeres chauffører, hvor man bliver mødt med et hej, eller bare et lille smil, hvilket er super trist. Lad nu være med at kør for tidligt, ellers ved man jo aldrig hvad man skal regne med..."
"295","fynbus","Dårlig tidsplan!                                                    Tidsplanerne i Assens kommune er ekstremt dårlige. Ofte er vi nødt til, at vente i mere end en time, for at blive fragtet hjem fra skole. Det er især et problem, da vi skal videre med en anden bus for at komme hjem. Det resultere så i lange ventetider og en sen hjemkomst. Tiderne er ok i morgentimerne, men i løbet af eftermiddagen passer de sjældent. Udover det, er de selvfølgelig for det meste forsinkede."
"296","fynbus","Uretfærdig kontrolafgift                                                    Min oplevelse af dette selskab er overvejende negativ! Jeg fraråder alle unge samt studerende at benytte dette transportselskab, i vil ikke opleve andet end negative oplevelser og uretfærdig behandling! Mvh. En utilfreds kunde!"
"297","fynbus","Træk i bussen                                                    Udluftningen over sæderne er utilstrækkelige dårlige og generende da de fleste af dem er ødelagt og derfor blæser luft på én under hele turen uden at man kan slukke det. Jeg er utilfreds over at man skal sidde og få træk på sig over turen, det kan simpelthen ikke passe at det skal være sådan."
"298","fynbus","Kommer aldrig til tiden                                                    Busserne kommer aldrig til tiden, enten kommer de 5 min. For tidligt så man ikke når bussen, kommer 10 min. For sent og nogle gange kommer bussen slet ikke. De har ikke styr på noget som helst."
"299","fynbus","Skrivende stund - 1.8 ud af 10 - det siger det hele.                                                    Magen til ubrugelig hjemmeside skal man lede længe efter. Hvor blev der af den simple prisliste, det kan da ikke være rigtigt man skal klikke mindst 30 gange før man finder en prisliste over periodekort?"
"300","fynbus","Ikke andet end forsinkelser!                                                    Jeg har flere gange benyttet mig af telebussen, som fynbus står for. Det er i teorien praktisk, at man kan bestille en bus, som kører én frem og tilbage mellem Spodsbjerg og Svendborg, men når busserne er forsinket, er det ikke længere praktisk. Jeg har aldrig haft problemer med forsinkelser fra Spodsbjerg til Svendborg, men den anden vej, hvor det er vigtigt, at jeg kan nå færgen, har jeg kun én gang oplevet, at telebussen IKKE var forsinket. Jeg har altid kunne nå færgen i sidste øjeblik, men ikke denne gang. Ifølge køreplanen bliver man hentet i Svendborg 20 min. over, og man er i Spodsbjerg 5 min. over. Denne gang da jeg bestilte telebussen, fik jeg at vide, at jeg ville blive hentet 40 min. over. Der blev senere ringet derind for at sikre, at man nu godt kunne nå færgen alligevel. Det forsikrede medarbejderen i telefonen om, at man godt kunne. Da jeg så stod og ventede ved afhentningsstedet, måtte jeg vente længe. Telebussen var der først 52 min. over, og jeg måtte dermed afbestille turen, da færgen ikke kunne nåes. Det er godt nok for dårlig service. Det burde da være sikkert, at bussen ville være ved færgen, så man kunne denne, men det er åbenbart ikke sådan, man tænker hos fynbus.Telebussen er praktisk i teorien, men i praksis fungerer det overhovedet ikke!"
"301","fynbus","Den fynske løgner virksomhed                                                    Magen til løgner virksomhed skal man lede længe efter. Vi bestiller et nyt kvikkort på banegården, får at vide at det er bestilt. Har intet set endnu, det er nu en uge siden. Tager kontakt til fynsbus i dag, og får at vide at der ikke er bestilt et nyt kort. Hvad fanden er det for noget svineri!!!!!!!!!!Kan kun sige tingene på denne måde, vil aldrig nogensinde stole på fynsbus igen. Løgner!!!!! Løgner!!!! Løgner!!!!!"
"302","fynbus","Sure chauffører, altid forsinket og dyrt!                                                    Fynbus er ALTID forsinket. Ikke bare en gang i mellem, men altid! Det er fuldstændig uacceptabelt. Man skulle tro at når man laver en busplan, så burde det være nemt for chaufførerne at overholde den, men det er tilsyneladende ikke tilfældet. Enten må chaufførerne komme i omdrejninger, eller også må Fynbus give chaufførerne mere tid til at komme fra stop til stop. Det er virkelig for dårligt når det ikke er andre selskaber at vælge imellem. Jeg har haft mange virkelig dårlige oplevelser med fynbus, deriblandt rygene chauffører, dårlig kundeservice, klager der bliver ""tabt"", og utallige forsinkelser, men nu skal i få min værste!Jeg går i 3.G lige nu, så det er klart at forberedelserne og glæden til at blive student nærmer sig. Jeg skulle hjem fra min daværende kæreste en søndag aften, og så jeg skal med 920'eren fra Nyborg mod Faaborg. Chaufføren er en sur dame. Jeg ringer til min faster for at ønske hende et forsinket tillykke, og for at høre hvordan hendes fødselsdag var. Vi sidder stille og roligt og snakker (det skal lige siges at jeg snakker stille og roligt, og jeg ikke sidder og råber i telefonen eller taler højlydt, da jeg ved hvor irriterende det er for andre). Vi snakker derefter om hvor meget jeg glæder mig til at bliver student, og hvad jeg allerede nu har lavet af forberedelser (hvem der skal give mig hue på, hvad jeg skal have på, osv.). På dette tidspunkt er vi kommet til stoppestedet ved Ørbæk kro, da den sure buschauffør vender sig om og skriger(!!!) igennem bussen: ""Unge dame! Vi behøver ikke alle og høre om du personlige liv!"" Dette gør mig ærlig talt pisse sur, da jeg ikke syntes at det er i orden at hun snakker til mig på den måde da hun er buschauffør og jeg er den BETALENDE kunde! Jeg må så pænt sige til min faster at jeg er nødt til at ligge på og ringe tilbage når jeg er steget ud af bussen. Hun griner lidt og siger at det var da latterligt, men vi ligger så på. Da vi kommer til mit stoppested, går jeg op til buschaufføren og siger at hun ikke kan tillade mig at snakke til mig på den måde. Hun går i forsvarsposition og siger at det har hun sin fulde ret til, hvir jeg siger at hvis der er et skilt hvor der stod at man ikke måtte snakke i telefon. Jeg forklarer hende, at hun jo ikke ville sige sådan noget hvis min faster sad lige ved siden af mig? Men hunsvarer at det ville hun bestemt. Det er så der hvor jeg bliver rigtig sur, da der lige bag ved mig sad to ældre kvinder og næsten råbte, mens de snakkede med hinanden. Jeg syntes at det er utroligt den forskelsbehandling man skal have fordi at man er ung! Der er nul respekt eller tolerance! Syntes virkelig det er ringe!!! Jeg kan mildest talt sige at jeg HADER fynbus!!!'"
"303","fynbus","Forsinket og dyrt                                                    Fynbus er 9/10 gange forsinket. Det passer aldrig sammen med andre tog/busser så man risikerer at skulle vente op til 50 sin på næste bus/tog. Ville ønske der var andre selskaber at vælge imellem. Desuden er fynbus alt alt alt for dyrt i forhold til den ekstremt ringe service man får. Buschaufførerne er desuden som oftest rigtig sure og hvis for en gangs skyld vil være venlig g siger Hej skal man ikke være sikker på at de overhovedet gider at svare. Min dårligste oplevelse med fynbus er som følger: en chauffør der skulle fragte mig hjem fra skole kl 15:30 kommer med en bus der er et par minutter forsinket. Efter ca 10 min holder denne chauffør ind og GÅR UD OG RYER?! Hvilket gør at bussen bliver yderligere 5-10 min forsinket. Dette sker op til flere gange og en af mine bekendte har klaget til ham, men det var han ligeglad med.Min veninde og jeg går derfor ind til fynbus kontor i Odense og klager. Da vi  efter et par uger ikke har hørt noget går vi tilbage og de kan ikke finde klagen, vi går efterfølgende derhen 3-4 gang, men ingen af gangene har de gjort noget ved problemet. RINGE SERVICE!!! Det er hovedsageligt 920 busserne jeg omtaler."
"304","fynbus","Forvirrende regninger og ALTID forsinket..!                                                    Double regninger, forsinkede busser, sure buschauffører, overfyldte busser.. Jeg er SÅ træt af Fynbus, selvom jeg sjældent bruger dem.Syntes egentlig der var en god periode, hvor de kom til tiden, men nu er det begyndt at sejle igen..- Var der alternativt busselvskab, så benyttede jeg det!"
"305","fynbus","Selv dsb kører bedre                                                    Jeg kørte med Fynbus for at komme fra SDU til OBC (Odense banegårds center) for at tage toget hjemad mod Næstved med skift i Ringsted. Jeg steg på bussen ca 12:11 og regnede med at det tog ca 20 minutter som alle andre chauffører kører strækningen på. Jeg blev klogere da jeg så klokken var 12:45 da vi ankom til OBC og toget kørte 12:46, så jeg vil gerne ""takke"" Fynbus' direktion for denne 'dejlige' forlængede rejsetid på en time hvilket alt sammen var pga jeres chauffør var forsinket"
"306","fynbus","Værste Kundebehandling Nogensinde.                                                    Har aldrig i mit liv oplevet noget værre, end at skulle bruge Fynbus til at komme frem og tilbage. Priserne er for høje, og chaufførene er jo værre end Hitler. I syvende klasse fik jeg lov til at gå halv vejs hjem i kulden, fordi det buskort jeg havde kun virkede indtil klokken 18. Men det var jo noget som man ikke var blevet informeret om. Udover det, har jeg tit oplevet busser som ikke stopper eller aldrig kommer. Ville personligt anbefale at gå eller tage cyklen istedet for."
"307","fynbus","grov behandling                                                    stod ved et stoppested og da bussen kom gik jeg ud til kanten af fortovet så han kunne se mig, og så køre den for langt og bremser meget hårdt op, så da jeg stod ind i bussen, sagde han med en vred stemme, du kan da godt lige tag og række lift tomlen ud, HALLO det er da et stoppe sted, han burde kunne se at jeg skal med, når jeg står med buskort og det hele i hånden, plus at jeg har fået forkert tilbage i penge 2 gangehvor jeg ikke måtte få det rigtige beløb, dog får i to stjerner da jeg har haft nogle gode dage i en fynbus"
"308","fynbus","INGEN REJSEKORT!!                                                    Jeg studere og bor på Ærø og har ikke mulighed for at bruge mit rejsekort fra Nyborg til Svendborg med bus. Da Fynbus har deres eget system. Nu skal jeg have flere kort med flere penge på. Jeg får ikke det fulde udbytte af de rabatter jeg kunne have fået. jeg kan simpelthen ikke forstå at man vil prøve at lave et landsdækkende system. Når Fynbus åbenbart bare kan vælge om de vil være med.Det giver igen mening!"
"309","fynbus","Få fejl og højt informationsniveau!                                                    Efter for 2½ år siden at være flyttet fra Storkøbenhavn til Odense, må jeg indrømme, at FynBus har været en af de meget positive oplevelser. Set ift. mængden af afgange, er det godt nok sjældent, jeg oplever større forsinkelser, og de ligger flere niveauer over et selskab som Movia. På FynBus' Facebookside er informationsniveauet noget nær det perfekte. I det hele taget må jeg tage hatten af for Facebookteamet (der vist i særlig stor grad består af Anita), som igen og igen svarer pænt og tålmodigt på selv de mest utidige beskeder."
"310","fynbus","Chaufførens 10 bud                                                    Helt ærligt - når man ikke standser ved rutens stoppesteder...Fordi man valgte at holde ved det forudgående i 15 minutter for at udrede et billetspørgsmål. Det er ikke okay at forsinke alle passagerer på den måde."
"311","fynbus","582kr for kvikkort                                                    Hvordan pokker kan i trække 340 kr den 1/11 og 242 kr den 4/11 for et kvikkort!?Jeg er én person der bruger det kort.Så meget kan jeg da virkelig ikke nå at køre i bus på en måned, når jeg langt fra tager bussen hver dag..."
"312","fynbus","Prøv at undgå FynBus.                                                    Hvis du kan undgå FynBus, så gør det. Nogen gange kan man ikke engang komme med, fordi de bare ikke vil stoppe, når man står på et bus stopsted, hvor og vifter. Og dog, beholder nogen som jeg har set, de meste af pengene, og jeg er ret så sikker på at de fleste ikke har en aftale om det."
"313","fynbus","ELSKER FYNBUS                                                    Ikke nok med at jeg altid er underholdt med diverse originaler og freaks, der benytter bussen så syntes jeg at Fynbus gør det godt! #SkudUdTilOffentligTransport#FynBus"
"314","fynbus","Manglende svar på mails                                                    Skrev en mail til fynbus den 19 August, har stadig intet hørt, andet end den auto mail med at de svare hurtigst muligt.Har prøvet 30 minutter lange telefon køer flere gange ligeså, firmaet er ganske enkelt umuligt at få kontakt med."
"315","fynbus","Betal for ventetid                                                    Du betaler for at de kommer til tiden, men snare 5-10 minutter for sent stedet for og det går for langsomt skal tage bussen skide tideligt for for at komme i skole bruger næsten 2 timer med bussen.."
"316","fynbus","Danmarks ringeste busselskab!                                                    At fynbus ikke vil være med i det LANDSSÆKKENDE rejsekort er 1 ting.At de partout ikke vil ændre deres køreplaner for at imødekomme den altid generende myldretidstraffik er decideret dumt.Som det er bemærket i en anden bedømmelse er f.eks. bus 141 KONSEKVENT forsinket. Var det så et par minutter kunne jeg nok leve emd det, men gennemsnit er 14 minutter.Deres ""ris og ros"" brevkasse er en joke, opfundet blot til at forsvare de horrible tilstande.Sørgeligt at et selskab der i DEN grad har brug for tilfredse kunder direkte skider på deres indtægtskilde, kunderne.At skrankepaverne der skaber køreplanerne så går med bind for øjnene og ikke har prøvet selv at køre med deres ""egne"" busser og mærke stress når man ikke ved om man er købt eller solgt ved et busskifte er i mine øjne også en stor fejl.Have de det var der måske en chance for at køreplanen fik tilgodeset den åbenbart umådelige traffik derer i Dalum i myldretiden hvorfor f.eks. bus 141 bliver så meget forsinket som den, konsekvent gør.Intet under at de er 9. dårligst i Danmark."
"317","fynbus","Der er en grund til at folk tager bilen idag og IKKE bussen!                                                    Jeg er meget træt af Fynbus! 141 som køre ind til banegården og så videre derefter, er altid forsinket! Det er så stressende at man skal tage hjemme fra 1 ½ til 2 timer i forvejen, hvis man skal med bussen, selvom der blot er snak om 17km... Priserne stiger KONSTANT! og servicen falder makant! Jeg har skrevet ind til dem i sidste uge om problemet... få det nu fixet for pokker! Vi unge mennesker der tager bussen ud til uddannelse, skole og arbejde osv, er så træt af, at få ulovligt fravær pga. i IKKE passer jeres arbejde ordentligt...."
"318","fynbus","Latterlig dårlig kørsel og for dårlig tider                                                    Jeg synes at de ikke kan finde ud af at køre. De køre nogle gange så dårlig, at i det skarpe sving imellem Særslev og Søndersø powerslider om vinteren på grund af for høj fart. Deres tider er heller ikke at juble så meget over. Jeg kører i gennemsnit 3 timer om dagen, men hvis en af mine busser er forsinket, kan jeg mindst se frem til  4 timer lang offentlig transport tur. Kører komforten er heller ikke god. Jeg er næsten 2 meter og jeg har problemer med benpladsen. Når bussen køre 80km/t  og man sidder på bagsædet, går ens rygsøjle af led, og man kan nærmeste ikke hører hinanden (Hvis man snakker med andre) :("
"319","fynbus","fynbus´s slogan vi kommer altid 5-15 min forsent                                                    forsinkelser hele tiden dårligere service og dyre priser"
"320","fynbus","Alt alt alt for dyrt.. Og stadig ikke god nok service + små-hassarderet kørsel                                                    Så simpelt som det står beskrevet ovenover. Nu har de tilmed sat prisen op til 21 kr for kontant, og 16 for kvikkort. de er ikk billige! Og de kommer som sagt for sent ret ofte. Selv i feriedage, de er ikk pengene værd!"
"321","fynbus","pris og service passer ikke sammen                                                    Det er alt for dyrt at køre med Fynbus. Pendlerkortene er lige steget med næsten 300 kroner og busserne kører stadig elendigt. De kommer mindst 5 minutter for sent hver gang, og de kører så elendigt at man nærmest frygter for at køre galt, især på de små landeveje. Giv buschaufføren mere pusterum ved at give busstoppestederne et par sekunder mere."
"322","fynbus","for mange mangler                                                    jeg kan desværre kun tilslutte mig de øvrige der har anmeldt fynbus her på trustpilot.Det er busser der generelt ikke kommer til tiden, hvis de overhovedet kommer. Det er oplevet alt for tit siden de skiftede ruter/køreplaner i august sidste år at en bus simpelthen ikke dukker opDet er for dyrt at køre med busSæderne i de ""nye"" busser er ganske forfærdelige at side i, især hvis man skal køre langt og i forvejen har lidt bøvl med ryggenDer skal minimal forsinkelse til før det ikke lader sig gøre med skift til en anden bus i Odense, og man kommer til at vente måske en time ekstra og derved skal købe ny billet, hvis man havde forventet det kunne klares på en omstigningI weekenderne passer rute 151-152 fra assens mod odense stort set ikke med nogle af de andre ruter fra odense og man ender typisk med en lille times ventetid uanset hvor man skal videre henSå det ærgrer mig gevaldigt jeg er så afhængig af offentlig transport som jeg er....."
"323","fynbus","Kan ikke køre til tiden                                                    Det er for dårligt at det virkeligt kan være så svært at køre fra Assens til Odense uden at blive 40 minutter forsinket. Det er ikke så skide fedt at komme 40 minutter for sent i skole bare fordi en chauffør ikke lige kan finde ud af at køre ordentligt til på et tidspunkt af dagen hvor der ikke engang er voldsomt meget trafik og stort set ingen passagerer!"
"324","fynbus","Chaufførerne overtræder loven!                                                    Nu er busserne begyndt at komme til tiden relativt ofte, MEN jeg ser konstant chauffører der snakker i mobil mens de kører! det gør mig enormt utryg som passager, og udover det er det ulovligt.Og i en reklame ""hvis jeg er forsinket holder jeg ind til siden og skriver en sms"". det kan jeg ikke få til at passe med når jeg overhører en chauffør snakke i mobil, MENS han kører og snakker om en tur i ikea! o.O"
